"ID","Description","NES","pvalue","p.adjust","geneID","geneName","Count"
"KEGG_hsa03020","Rna polymerase",1.82448708518546,0.00290697674418605,0.261702127659574,"30834/51728/171568/10623/64425/55703/11128/55718/5431/5435","ZNRD1/POLR3K/POLR3H/POLR3C/POLR1E/POLR3B/POLR3A/POLR3E/POLR2B/POLR2F",10
"KEGG_hsa00970","Aminoacyl-trna biosynthesis",1.71498302020276,0.00425531914893617,0.261702127659574,"8565/3035/3376/1615/7453/123283/55699/54938/2193/6301/2617/16/23438/2058/833/92935/55278/10056/5859/51067/4677","YARS/HARS/IARS/DARS/WARS/TARSL2/IARS2/SARS2/FARSA/SARS/GARS/AARS/HARS2/EPRS/CARS/MARS2/QRSL1/FARSB/QARS/YARS2/NARS",21
"KEGG_hsa00120","Primary bile acid biosynthesis",-1.8273912409926,0.0111731843575419,0.458100558659218,"10998/1593/1109/1582/9023/8309/570/23600/9420/6342","SLC27A5/CYP27A1/AKR1C4/CYP8B1/CH25H/ACOX2/BAAT/AMACR/CYP7B1/SCP2",10
"KEGG_hsa05143","African trypanosomiasis",-1.47056701199351,0.0319488817891374,0.982428115015974,"8542/4615/3039/5582/5332/54106/7064/3586/335/5578/3383","APOL1/MYD88/HBA1/PRKCG/PLCB4/TLR9/THOP1/IL10/APOA1/PRKCA/ICAM1",11
"KEGG_hsa03060","Protein export",1.44899050760027,0.0579494799405646,0.99537037037037,"6729/60559/7095/28972/9789/5018/58477","SRP54/SPCS3/SEC62/SPCS1/SPCS2/OXA1L/SRPRB",7
"KEGG_hsa00514","Other types of o-glycan biosynthesis",-1.44216150522064,0.0654205607476635,0.99537037037037,"23509/285203","POFUT1/EOGT",2
"KEGG_hsa00760","Nicotinate and nicotinamide metabolism",1.38398513271679,0.0769230769230769,0.99537037037037,"554235/4860/316/84618/349565/93034/55191/23475/30833/4837","ASPDH/PNP/AOX1/NT5C1A/NMNAT3/NT5C1B/NADSYN1/QPRT/NT5C/NNMT",10
"KEGG_hsa00511","Other glycan degradation",-1.45186195298121,0.0873239436619718,0.99537037037037,"2720/64772/3074/57704/175/2629/284004/4126/2519/129807/4758","GLB1/ENGASE/HEXB/GBA2/AGA/GBA/HEXDC/MANBA/FUCA2/NEU4/NEU1",11
"KEGG_hsa04940","Type i diabetes mellitus",1.32362093757236,0.0910364145658263,0.99537037037037,"942/5551/3329/2571/3118/3133/2572/3111/3592/3106/5799/3109","CD86/PRF1/HSPD1/GAD1/HLA-DQA2/HLA-E/GAD2/HLA-DOA/IL12A/HLA-B/PTPRN2/HLA-DMB",12
"KEGG_hsa03022","Basal transcription factors",1.29744756098336,0.106741573033708,0.99537037037037,"83860/1022/2961/6873/6877/6872/902/51616/6878/2963/2966/6874/6883/730394/11036/728340/2969/2967","TAF3/CDK7/GTF2E2/TAF2/TAF5/TAF1/CCNH/TAF9B/TAF6/GTF2F2/GTF2H2/TAF4/TAF12/GTF2H2C_2/GTF2A1L/GTF2H2C/GTF2I/GTF2H3",18
"KEGG_hsa05144","Malaria",-1.25513498043378,0.109540636042403,0.99537037037037,"3039/1378/54106/7060/3586/975/7058/2995/4035/5175/2532/3383","HBA1/CR1/TLR9/THBS4/IL10/CD81/THBS2/GYPC/LRP1/PECAM1/ACKR1/ICAM1",12
"KEGG_hsa04614","Renin-angiotensin system",1.33192661047876,0.114413075780089,0.99537037037037,"4012/10159/186/4142/1636/5972/5550/185","LNPEP/ATP6AP2/AGTR2/MAS1/ACE/REN/PREP/AGTR1",8
"KEGG_hsa00053","Ascorbate and aldarate metabolism",1.32153805223265,0.126331811263318,0.99537037037037,"501/7364/7367/7365/7358/7366/574537/10941/7363","ALDH7A1/UGT2B7/UGT2B17/UGT2B10/UGDH/UGT2B15/UGT2A2/UGT2A1/UGT2B4",9
"KEGG_hsa04962","Vasopressin-regulated water reabsorption",-1.2198329778082,0.154882154882155,0.99537037037037,"10488/51143/109/84699/10540/64764/398/1783","CREB3/DYNC1LI1/ADCY3/CREB3L3/DCTN2/CREB3L2/ARHGDIG/DYNC1LI2",8
"KEGG_hsa00910","Nitrogen metabolism",1.27804507415228,0.161490683229814,0.99537037037037,"761/771/11238/765","CA3/CA12/CA5B/CA6",4
"KEGG_hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",1.25433057688727,0.171993911719939,0.99537037037037,"64131/55501/26229/29940/337876/10090/64132/166012/11285","XYLT1/CHST12/B3GAT3/DSE/CHSY3/UST/XYLT2/CHST13/B4GALT7",9
"KEGG_hsa00860","Porphyrin and chlorophyll metabolism",1.21470244249844,0.181169757489301,0.99537037037037,"1352/7389/7364/7367/2058/7365/7366/211/7390/9843/574537/10941/7363/1356","COX10/UROD/UGT2B7/UGT2B17/EPRS/UGT2B10/UGT2B15/ALAS1/UROS/HEPH/UGT2A2/UGT2A1/UGT2B4/CP",14
"KEGG_hsa00770","Pantothenate and coa biosynthesis",-1.2240960412104,0.205633802816901,0.99537037037037,"8876/339896/80347/79717/79646","VNN1/GADL1/COASY/PPCS/PANK3",5
"KEGG_hsa04130","Snare interactions in vesicular transport",1.17891261928353,0.220609579100145,0.99537037037037,"112755/6844/8677/8674/51272/10791/10228/8773/8676/143187/6843/10490/6810/6811/8417/10652","STX1B/VAMP2/STX10/VAMP4/BET1L/VAMP5/STX6/SNAP23/STX11/VTI1A/VAMP1/VTI1B/STX4/STX5/STX7/YKT6",16
"KEGG_hsa00100","Steroid biosynthesis",1.20900412560264,0.220679012345679,0.99537037037037,"6309/2222/6307/120227/1718/1056","SC5D/FDFT1/MSMO1/CYP2R1/DHCR24/CEL",6
"KEGG_hsa00051","Fructose and mannose metabolism",-1.16245573861734,0.233226837060703,0.99537037037037,"3101/55556/4351/197258/6652/5207/57103/8789/5209/29925/3098","HK3/ENOSF1/MPI/FUK/SORD/PFKFB1/TIGAR/FBP2/PFKFB3/GMPPB/HK1",11
"KEGG_hsa00730","Thiamine metabolism",1.20994279394599,0.23644578313253,0.99537037037037,"158067/26289/52/203/249/251/204/122481/27010/250","AK8/AK5/ACP1/AK1/ALPL/ALPG/AK2/AK7/TPK1/ALPP",10
"KEGG_hsa00020","Citrate cycle (tca cycle)",1.15860342578351,0.259796806966618,0.99537037037037,"47/1738/5106/8801/8803/4967/1737/48/3420/6391/2271/5162/8802","ACLY/DLD/PCK2/SUCLG2/SUCLA2/OGDH/DLAT/ACO1/IDH3B/SDHC/FH/PDHB/SUCLG1",13
"KEGG_hsa04215","Apoptosis - multiple species",-1.11767031238166,0.271565495207668,0.99537037037037,"598/7132/8772/27429/596/10018/4804","BCL2L1/TNFRSF1A/FADD/HTRA2/BCL2/BCL2L11/NGFR",7
"KEGG_hsa00630","Glyoxylate and dicarboxylate metabolism",1.13613028526694,0.272859216255443,0.99537037037037,"2731/1738/55902/112817/6470/48/51179/9380/39/54363/2752/50/4190/5095/38/275/132158/1431/84532","GLDC/DLD/ACSS2/HOGA1/SHMT1/ACO1/HAO2/GRHPR/ACAT2/HAO1/GLUL/ACO2/MDH1/PCCA/ACAT1/AMT/GLYCTK/CS/ACSS1",19
"KEGG_hsa00640","Propanoate metabolism",1.13817482771433,0.281567489114659,0.99537037037037,"23417/1738/55902/8801/18/8803/92483/160287","MLYCD/DLD/ACSS2/SUCLG2/ABAT/SUCLA2/LDHAL6B/LDHAL6A",8
"KEGG_hsa00232","Caffeine metabolism",-1.17662327432194,0.287878787878788,0.99537037037037,"7498","XDH",1
"KEGG_hsa00040","Pentose and glucuronate interconversions",1.12005802154538,0.289355322338831,0.99537037037037,"7360/231/7364/7367/7365/7358/7366/574537/10941/7363","UGP2/AKR1B1/UGT2B7/UGT2B17/UGT2B10/UGDH/UGT2B15/UGT2A2/UGT2A1/UGT2B4",10
"KEGG_hsa00524","Neomycin, kanamycin and gentamicin biosynthesis",-1.14486332803827,0.328282828282828,0.99537037037037,"2645/3098","GCK/HK1",2
"KEGG_hsa04330","Notch signaling pathway",-1.07945204994963,0.328621908127208,0.99537037037037,"10683/3065/4855/4851/1840/22938/84441","DLL3/HDAC1/NOTCH4/NOTCH1/DTX1/SNW1/MAML2",7
"KEGG_hsa04961","Endocrine and other factor-regulated calcium reabsorption",-1.08119024233726,0.333333333333333,0.99537037037037,"5567/5568/23236/56302/476/5579/3817/2099/8218/5582/5332/163/5578/478/161/624","PRKACB/PRKACG/PLCB1/TRPV5/ATP1A1/PRKCB/KLK2/ESR1/CLTCL1/PRKCG/PLCB4/AP2B1/PRKCA/ATP1A3/AP2A2/BDKRB2",16
"KEGG_hsa00471","D-glutamine and d-glutamate metabolism",-1.12358116145582,0.338383838383838,0.99537037037037,"27165/80017","GLS2/DGLUCY",2
"KEGG_hsa00920","Sulfur metabolism",1.13239628145968,0.346645367412141,0.99537037037037,"23474/54928/9060/58472","ETHE1/IMPAD1/PAPSS2/SQOR",4
"KEGG_hsa00510","N-glycan biosynthesis",1.06806063125656,0.350486787204451,0.99537037037037,"79868/7991/10905/144245/7841/11253/1603/79053/29880/3703/440138/2530/2683/4248/4122/84620/10195/25834/4124/1798/11320/199857/4247/11282/8818/57171/85365","ALG13/TUSC3/MAN1A2/ALG10B/MOGS/MAN1B1/DAD1/ALG8/ALG5/STT3A/ALG11/FUT8/B4GALT1/MGAT3/MAN2A2/ST6GAL2/ALG3/MGAT4C/MAN2A1/DPAGT1/MGAT4A/ALG14/MGAT2/MGAT4B/DPM2/DOLPP1/ALG2",27
"KEGG_hsa00780","Biotin metabolism",-1.13301741884695,0.354700854700855,0.99537037037037,"3141/54995","HLCS/OXSM",2
"KEGG_hsa05219","Bladder cancer",-1.03910681506046,0.368055555555556,0.99537037037037,"23604/7157/3576/1871/9252/3845/1026/5894/7422","DAPK2/TP53/CXCL8/E2F3/RPS6KA5/KRAS/CDKN1A/RAF1/VEGFA",9
"KEGG_hsa05332","Graft-versus-host disease",1.05800238195985,0.369843527738265,0.99537037037037,"942/5551/3118/3133/3111/3106/3821/3824/3109","CD86/PRF1/HLA-DQA2/HLA-E/HLA-DOA/HLA-B/KLRC1/KLRD1/HLA-DMB",9
"KEGG_hsa04216","Ferroptosis",1.05769337170052,0.370738636363636,0.99537037037037,"7419/6520/7417/23305/112483/2180/1536/6303","VDAC3/SLC3A2/VDAC2/ACSL6/SAT2/ACSL1/CYBB/SAT1",8
"KEGG_hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",1.05745609797388,0.37125748502994,0.99537037037037,"64131/9955/26229/9348/26035/9957/64132/11285/8509/2132/2135/3340/9394","XYLT1/HS3ST3A1/B3GAT3/NDST3/GLCE/HS3ST1/XYLT2/B4GALT7/NDST2/EXT2/EXTL2/NDST1/HS6ST1",13
"KEGG_hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis",-1.07330121548381,0.371273712737127,0.99537037037037,"51004/154807/6898/2677/79001","COQ6/VKORC1L1/TAT/GGCX/VKORC1",5
"KEGG_hsa00220","Arginine biosynthesis",1.0722337487287,0.383561643835616,0.99537037037037,"5009/384/4846/95/2752/2747/435/2744/4842/2875/445/2806","OTC/ARG2/NOS3/ACY1/GLUL/GLUD2/ASL/GLS/NOS1/GPT/ASS1/GOT2",12
"KEGG_hsa00410","Beta-alanine metabolism",1.04311996390154,0.392441860465116,0.99537037037037,"23417/2571/84735/501/2572/18/222","MLYCD/GAD1/CNDP1/ALDH7A1/GAD2/ABAT/ALDH3B2",7
"KEGG_hsa05330","Allograft rejection",1.03628652058258,0.399429386590585,0.99537037037037,"942/5551/3118/3133/3111/3592/3106/3109/959/958","CD86/PRF1/HLA-DQA2/HLA-E/HLA-DOA/IL12A/HLA-B/HLA-DMB/CD40LG/CD40",10
"KEGG_hsa03410","Base excision repair",-1.02713392454879,0.408637873754153,0.99537037037037,"10039/142/10038/54107","PARP3/PARP1/PARP2/POLE3",4
"KEGG_hsa04392","Hippo signaling pathway - multiple species",1.0255701673314,0.419734904270987,0.99537037037037,"166824/83937/55233/1454/11186/54798","RASSF6/RASSF4/MOB1A/CSNK1E/RASSF1/DCHS2",6
"KEGG_hsa00650","Butanoate metabolism",1.01626015864616,0.43298969072165,0.99537037037037,"2571/2572/6296/3155/18/341392/65985/64064/54988/1962","GAD1/GAD2/ACSM3/HMGCL/ABAT/ACSM4/AACS/OXCT2/ACSM5/EHHADH",10
"KEGG_hsa04979","Cholesterol metabolism",1.00291774079,0.463114754098361,0.99537037037037,"7419/7417/27329/6272/10948/1071/4018/255738/7416","VDAC3/VDAC2/ANGPTL3/SORT1/STARD3/CETP/LPA/PCSK9/VDAC1",9
"KEGG_hsa05340","Primary immunodeficiency",0.998588628410856,0.464849354375897,0.99537037037037,"7535/930/920/8625/916/3575/695/57379/959/958/4261","ZAP70/CD19/CD4/RFXANK/CD3E/IL7R/BTK/AICDA/CD40LG/CD40/CIITA",11
"KEGG_hsa04122","Sulfur relay system",0.993312350873603,0.4656,0.99537037037037,"27304/4338/348180","MOCS3/MOCS2/CTU2",3
"KEGG_hsa03450","Non-homologous end-joining",0.981687126730528,0.471608832807571,0.99537037037037,"10111/5591/2547","RAD50/PRKDC/XRCC6",3
"KEGG_hsa04136","Autophagy - other",0.980251737358901,0.477503628447025,0.99537037037037,"5289/23130/84938/5515/57521/2475/30849/55054/55102","PIK3C3/ATG2A/ATG4C/PPP2CA/RPTOR/MTOR/PIK3R4/ATG16L1/ATG2B",9
"KEGG_hsa00591","Linoleic acid metabolism",-0.982099867014649,0.483076923076923,0.99537037037037,"5322/1544/1576/64600/1573/123745/26279","PLA2G5/CYP1A2/CYP3A4/PLA2G2F/CYP2J2/PLA2G4E/PLA2G2D",7
"KEGG_hsa05030","Cocaine addiction",-0.992925031945604,0.488805970149254,0.99537037037037,"111/2902/6531/90993/4129/6570/5567/5568/2906/7054/2771/2354/2904/2905/3725/26086/468/10488/116444/84699/64764","ADCY5/GRIN1/SLC6A3/CREB3L1/MAOB/SLC18A1/PRKACB/PRKACG/GRIN2D/TH/GNAI2/FOSB/GRIN2B/GRIN2C/JUN/GPSM1/ATF4/CREB3/GRIN3B/CREB3L3/CREB3L2",21
